% Model:              wave_0.5_直叶片2mm_倾斜0deg-不同间隙对比 - 副本.mph
% Version:            COMSOL 6.3.0.290
% Date:               Jun 23 2026, 17:42
% Dimension:          1
% Nodes:              966
% Expressions:        1
% Description:        全局
% theta*67 (rad)          Value
-5.36                     0.11548669693019864
-5.36                     0.11402758391302696
-5.36                     0.11243739993387217
-5.36                     0.11098263147106564
-5.36                     0.10983746830679626
-5.36                     0.10887343317468316
-5.293                    0.11627684513684199
-5.293                    0.11479868966536184
-5.293                    0.11300958911591219
-5.293                    0.11170512638440823
-5.293                    0.1103463294437693
-5.293                    0.10918539867204759
-5.226                    0.11692092532564047
-5.226                    0.11548625742004504
-5.226                    0.11361964252023926
-5.226                    0.11227665049732095
-5.226                    0.11090976363009641
-5.226                    0.10977324477215553
-5.159                    0.11776149143169139
-5.159                    0.11623343171154835
-5.159                    0.11438062597414088
-5.159                    0.11296566737991169
-5.159                    0.11144156018205095
-5.159                    0.10998780826782484
-5.092                    0.11857046185958503
-5.092                    0.11697047883310982
-5.092                    0.11501416121700131
-5.092                    0.11335505165434842
-5.092                    0.11195766395837252
-5.092                    0.11068257865731586
-5.0249999999999995       0.11949521553516051
-5.0249999999999995       0.11783647294503508
-5.0249999999999995       0.1156753986379011
-5.0249999999999995       0.11422420805547004
-5.0249999999999995       0.11263662839616308
-5.0249999999999995       0.11123031254410673
-4.958                    0.12042316345856542
-4.958                    0.11857859491720357
-4.958                    0.11648104200863557
-4.958                    0.11514590196494011
-4.958                    0.11324211061959018
-4.958                    0.11200097559141364
-4.891                    0.12126931734903929
-4.891                    0.11959954431417992
-4.891                    0.11728989833303025
-4.891                    0.1156531209694811
-4.891                    0.1138299794083052
-4.891                    0.11232971533720873
-4.824000000000001        0.12230445276246478
-4.824000000000001        0.1203049197531809
-4.824000000000001        0.11810675107694153
-4.824000000000001        0.11632189402552656
-4.824000000000001        0.1145233017239103
-4.824000000000001        0.11283834156767664
-4.757000000000001        0.12340471277369584
-4.757000000000001        0.12114503418036328
-4.757000000000001        0.11881588439811061
-4.757000000000001        0.11701357133954036
-4.757000000000001        0.11523810612486408
-4.757000000000001        0.11374868456654974
-4.69                     0.12452869274141933
-4.69                     0.12223587740873335
-4.69                     0.11996364425413915
-4.69                     0.11790569786553666
-4.69                     0.11601500453186266
-4.69                     0.1142382645910748
-4.623                    0.125708643539149
-4.623                    0.1234574541667498
-4.623                    0.1208107000599281
-4.623                    0.11874543088532001
-4.623                    0.11697288769589635
-4.623                    0.11487635895024759
-4.556                    0.12695186528351815
-4.556                    0.12459062465456112
-4.556                    0.1217576117215473
-4.556                    0.119723183258411
-4.556                    0.11786401875915727
-4.556                    0.11549662782171433
-4.489                    0.12831392284934873
-4.489                    0.12571179895405465
-4.489                    0.12296257628524764
-4.489                    0.12041634134773219
-4.489                    0.1184424282863392
-4.489                    0.11640270108291143
-4.422000000000001        0.1296970554592405
-4.422000000000001        0.12691802057019325
-4.422000000000001        0.12393230999301941
-4.422000000000001        0.12155133110157505
-4.422000000000001        0.11925536374499036
-4.422000000000001        0.11710165178708945
-4.355                    0.13128775936971357
-4.355                    0.12823940576660234
-4.355                    0.12489745884190946
-4.355                    0.12256909960898311
-4.355                    0.1199381087205662
-4.355                    0.11791894417564591
-4.288                    0.132812239893641
-4.288                    0.12957323617466163
-4.288                    0.12615961091863026
-4.288                    0.12366709941537804
-4.288                    0.12096326813935501
-4.288                    0.11848485443559467
-4.221                    0.13445145175415724
-4.221                    0.13102665864910987
-4.221                    0.12760358622693407
-4.221                    0.12475180424594076
-4.221                    0.12189368999172438
-4.221                    0.11949690071529767
-4.154                    0.13633826938967739
-4.154                    0.13258557335824003
-4.154                    0.12870598660191
-4.154                    0.12588911633140282
-4.154                    0.12280858988263903
-4.154                    0.12031357188405081
-4.087                    0.13822709775570546
-4.087                    0.13423262360755384
-4.087                    0.13004303302626885
-4.087                    0.12689223653103043
-4.087                    0.12372709210721716
-4.087                    0.1212128574984827
-4.02                     0.14030868917704722
-4.02                     0.1358950303447237
-4.02                     0.13170321625631817
-4.02                     0.1279420928213415
-4.02                     0.12479800269064525
-4.02                     0.12193007371817884
-3.953                    0.14234376299213705
-3.953                    0.1375618136952677
-3.953                    0.13297250148953754
-3.953                    0.12913792427384177
-3.953                    0.12586368459315844
-3.953                    0.12324213554008415
-3.886                    0.1446712061114647
-3.886                    0.1394270281063702
-3.886                    0.13457144124372716
-3.886                    0.13055296921102233
-3.886                    0.12728000234383438
-3.886                    0.1240493226871094
-3.819                    0.14706056955747582
-3.819                    0.1414955957267676
-3.819                    0.13615202279533004
-3.819                    0.13179491053541778
-3.819                    0.1282690311821326
-3.819                    0.1250424676341511
-3.7520000000000002       0.14963046852856482
-3.7520000000000002       0.14352902098970413
-3.7520000000000002       0.13777295880767135
