% Model:              blade_不同形状_凹槽4mm_间隙1mm.mph
% Version:            COMSOL 6.3.0.290
% Date:               Dec 21 2025, 12:04
% Dimension:          1
% Nodes:              101
% Expressions:        1
% Description:        全局
% theta*67 (rad)          Value
-6.7                      0.15856837702257445
-6.566                    0.1636102053401958
-6.432                    0.16873615443129028
-6.298                    0.1743968103764505
-6.164                    0.17979903890133397
-6.030000000000001        0.18562068080400293
-5.896000000000001        0.19136376744310554
-5.7620000000000005       0.19743124816514904
-5.628                    0.20324324062263655
-5.494000000000001        0.2091174258054055
-5.36                     0.21513447563910748
-5.226000000000001        0.22093337532467056
-5.0920000000000005       0.22667107521841615
-4.958000000000001        0.23221315540324491
-4.824000000000001        0.23747387520727434
-4.69                     0.24275317189923307
-4.556                    0.24735064376662508
-4.422000000000001        0.2519223573057471
-4.288                    0.255993008459529
-4.154000000000001        0.259620973974607
-4.0200000000000005       0.26328989048709084
-3.886                    0.26623020487493243
-3.7520000000000007       0.2689383906563284
-3.6180000000000003       0.27135939174727924
-3.4840000000000004       0.27331208625251074
-3.35                     0.2749446893699154
-3.216                    0.27638958861382906
-3.0820000000000003       0.27719791455693943
-2.9480000000000004       0.27789292326375786
-2.814                    0.2781821926089953
-2.6800000000000006       0.27810436224826895
-2.5460000000000003       0.27772832918197465
-2.4120000000000004       0.2770443161704417
-2.278                    0.27613334077530577
-2.144                    0.27496829732308264
-2.01                     0.27360829138802073
-1.876                    0.27200028189057646
-1.7420000000000007       0.27040139030271604
-1.6080000000000005       0.2686399512980144
-1.4740000000000004       0.2666623095839912
-1.3400000000000003       0.2647136956821119
-1.2060000000000002       0.26274891645255943
-1.072                    0.2606735205348105
-0.938                    0.2589495273936889
-0.8040000000000007       0.25726698147211
-0.6700000000000006       0.2558073563941299
-0.5360000000000005       0.254444790395795
-0.40200000000000036      0.2534893968145307
-0.26800000000000024      0.25245696699571823
-0.13400000000000012      0.25197036206452583
0                         0.25182515738413536
0.13400000000000012       0.2520147781846719
0.26800000000000024       0.25240222610061486
0.4019999999999994        0.25305789316946725
0.5359999999999996        0.2544006960311371
0.6699999999999997        0.25571891756070214
0.8039999999999998        0.25702128936414365
0.938                     0.25893334915880156
1.072                     0.2608056329421952
1.2060000000000002        0.26286043111496854
1.3399999999999994        0.264882124816388
1.4739999999999995        0.26678471630270323
1.6079999999999997        0.2686452978757447
1.7419999999999998        0.2703224003899295
1.876                     0.27224993808273484
2.01                      0.27366183234050956
2.144                     0.2750125051192154
2.278                     0.27630463180502474
2.4120000000000004        0.27723624475788605
2.5460000000000003        0.2777800181226287
2.6800000000000006        0.27808064970931784
2.8140000000000005        0.27839454744774206
2.948000000000001         0.27795710152975905
3.081999999999999         0.2774244779337528
3.2159999999999993        0.27647714676923546
3.349999999999999         0.27510207606030845
3.4839999999999995        0.27356235373024357
3.6179999999999994        0.2716253587691568
3.752                     0.26921170242649023
3.8859999999999997        0.26638312146018334
4.02                      0.2632019095649584
4.154                     0.25982611311703513
4.288                     0.2559858127334785
4.422000000000001         0.2519618684049675
4.556                     0.2475265688014489
4.69                      0.24263536739328875
4.824000000000001         0.2375486955862534
4.958000000000001         0.2321975048244946
5.091999999999999         0.2266974361987014
5.225999999999999         0.22102707373621708
5.359999999999999         0.21500748782096837
5.493999999999999         0.20911540787677302
5.627999999999999         0.203256270982186
5.762                     0.1974685655303108
5.896                     0.19138894569257783
6.029999999999999         0.18561454573884395
6.164                     0.17986751673871357
6.298                     0.17417488629226047
6.432                     0.16874760072085102
6.566                     0.16357842964041985
6.7                       0.15845929072321754
