% Model:              blade_不同形状.mph
% Version:            COMSOL 6.3.0.290
% Date:               Dec 16 2025, 08:42
% Dimension:          1
% Nodes:              201
% Expressions:        1
% Description:        全局
% theta*67 (rad)          Value
-6.7                      0.19038717816281375
-6.633                    0.19586108371765687
-6.566                    0.20148917689718354
-6.4990000000000006       0.20723852988452998
-6.432                    0.2132551068819425
-6.365                    0.21944114721261665
-6.298                    0.2255678208649544
-6.231                    0.23202687255512158
-6.164                    0.23837554130851968
-6.0969999999999995       0.24492546243426944
-6.030000000000001        0.25174604509146736
-5.963000000000001        0.2584403391537811
-5.896000000000001        0.26526365513587064
-5.829000000000001        0.2721833265503489
-5.7620000000000005       0.2791654475265464
-5.695                    0.2861513908924844
-5.628                    0.29314403500928227
-5.561                    0.3001663295751178
-5.494000000000001        0.3073138678738358
-5.4270000000000005       0.3143363239163135
-5.36                     0.3215001589011588
-5.293                    0.3286386897627026
-5.226000000000001        0.33571212822458624
-5.159000000000001        0.3426474765895688
-5.0920000000000005       0.3495263194241202
-5.025                    0.35636357342682573
-4.958000000000001        0.36290061289042774
-4.891000000000001        0.369584281155393
-4.824000000000001        0.37572435559436934
-4.757000000000001        0.3819574327692555
-4.69                     0.3878070040859298
-4.623                    0.39358529301755735
-4.556                    0.39914388996799594
-4.489                    0.40428429292468293
-4.422000000000001        0.4093530258964286
-4.355                    0.4142185096202397
-4.288                    0.4188076126752515
-4.221                    0.42319311123575587
-4.154000000000001        0.4273749322155317
-4.087000000000001        0.43108802595691315
-4.0200000000000005       0.4347695710947492
-3.9530000000000003       0.4382780333881767
-3.886                    0.4416361150097778
-3.819                    0.44469481724478455
-3.7520000000000007       0.4474036148516883
-3.6850000000000005       0.44992957234033026
-3.6180000000000003       0.45221877916433084
-3.551                    0.4543210810433614
-3.4840000000000004       0.4561297538970112
-3.4170000000000003       0.4579200897955332
-3.35                     0.459305700834391
-3.283                    0.46062706091241207
-3.216                    0.4616383900094805
-3.1490000000000005       0.4623583027168078
-3.0820000000000003       0.4628424844242741
-3.0150000000000006       0.4632395319993521
-2.9480000000000004       0.4632562774256845
-2.8810000000000002       0.46323652450468844
-2.814                    0.4629861531407729
-2.7470000000000003       0.46251083047557223
-2.6800000000000006       0.4618866000511575
-2.6130000000000004       0.46103372886569355
-2.5460000000000003       0.4599784689259182
-2.4790000000000005       0.45868414706375943
-2.4120000000000004       0.45721770214448215
-2.345                    0.45542966083129216
-2.278                    0.4536000462835843
-2.2110000000000003       0.4515625028540433
-2.144                    0.44943986957652915
-2.077                    0.4471305660577832
-2.01                     0.44473087586311394
-1.9429999999999998       0.4420343065575751
-1.876                    0.4391839098281294
-1.8090000000000006       0.43607659645823355
-1.7420000000000007       0.4332385351714473
-1.6750000000000005       0.4300925322021901
-1.6080000000000005       0.4265889360370166
-1.5410000000000004       0.42325884145521364
-1.4740000000000004       0.41976541893301744
-1.4070000000000003       0.41645904354234325
-1.3400000000000003       0.4128383859361217
-1.2730000000000001       0.4091323406937941
-1.2060000000000002       0.40553559763688773
-1.139                    0.4018274900024104
-1.072                    0.39852116105841856
-1.005                    0.39494309653614174
-0.938                    0.39152456701588584
-0.8709999999999999       0.3883645356015192
-0.8040000000000007       0.38534517980954525
-0.7370000000000007       0.382437236852173
-0.6700000000000006       0.3798406318177496
-0.6030000000000005       0.3776438989198192
-0.5360000000000005       0.3750364876373606
-0.4690000000000004       0.3727474415339529
-0.40200000000000036      0.371379315636053
-0.3350000000000003       0.3699359711066696
-0.26800000000000024      0.3685083178239961
-0.20100000000000018      0.3676396654346816
-0.13400000000000012      0.3668230165018208
-0.06700000000000006      0.3664486426944389
0                         0.36621053291684114
0.06700000000000006       0.3664453736377596
0.13400000000000012       0.3669331819965482
0.20100000000000018       0.3675491542650966
0.26800000000000024       0.36850170240347296
0.33499999999999935       0.36978984411565374
0.4019999999999994        0.37116447937599556
0.4689999999999995        0.37290276643914533
0.5359999999999996        0.37485412091890263
0.6029999999999996        0.3770239317207718
0.6699999999999997        0.3796127437519708
0.7369999999999998        0.38224016421696616
0.8039999999999998        0.3851240072357596
0.8709999999999999        0.38823655112758504
0.938                     0.3915936465300805
1.005                     0.39485555111114645
1.072                     0.3985234742798633
1.139                     0.4020939611094415
1.2060000000000002        0.4057220516808373
1.2730000000000001        0.409070341420129
1.3399999999999994        0.4128400035878846
1.4069999999999994        0.41618825737051096
1.4739999999999995        0.4197637300440307
1.5409999999999995        0.4231232132450833
1.6079999999999997        0.42661962209953186
1.6749999999999996        0.42992807720365894
1.7419999999999998        0.43317517502157404
1.8089999999999997        0.4362015994369448
1.876                     0.43922539822559264
1.9429999999999998        0.44200159836062675
2.01                      0.4444694840297064
2.077                     0.44703605208810016
2.144                     0.44925579243034963
2.2110000000000003        0.45163229092223306
2.278                     0.4536588010520073
2.345                     0.4553170995128442
2.4120000000000004        0.4570172481112566
2.4790000000000005        0.4585877247005966
2.5460000000000003        0.459803492682694
2.6130000000000004        0.4609965982028001
2.6800000000000006        0.4618485686996818
2.7470000000000008        0.4625512622096766
2.8140000000000005        0.4630437040631384
2.8810000000000007        0.46326463718781036
2.948000000000001         0.46332130867944243
3.014999999999999         0.4631903111876463
3.081999999999999         0.46290021348981086
3.148999999999999         0.46240740965728455
3.2159999999999993        0.4616122553755289
3.282999999999999         0.4605041134684418
3.349999999999999         0.4592921329284998
3.4169999999999994        0.45795809548170585
3.4839999999999995        0.4562524819401451
3.5509999999999993        0.4543627296770288
3.6179999999999994        0.4522579981995178
3.6849999999999996        0.4499405094252583
3.752                     0.4474928821844069
3.8189999999999995        0.4446512966231723
3.8859999999999997        0.441678781458838
3.953                     0.43854196539668694
4.02                      0.43511995163313877
4.087                     0.4313421017064203
4.154                     0.4273809927378543
4.221                     0.4233974199876738
4.288                     0.41896250591390194
4.355                     0.41427667685628816
4.422000000000001         0.40951728404288096
4.489                     0.4044227452651184
4.556                     0.3990989305833489
4.623                     0.3935222559088108
4.69                      0.38787868982287155
4.757000000000001         0.38199330565727696
4.824000000000001         0.3756679320994302
4.891000000000001         0.36956142327311325
4.958000000000001         0.36293199389920827
5.025                     0.3563952233194383
5.091999999999999         0.3494952673997376
5.158999999999999         0.34273225851119876
5.225999999999999         0.3357458679824076
5.292999999999999         0.32866293473567154
5.359999999999999         0.3214594455177697
5.427                     0.31447262957567673
5.493999999999999         0.30737094354727457
5.560999999999999         0.3001961394333767
5.627999999999999         0.2930800595465587
5.694999999999999         0.28613797211114683
5.762                     0.2791326915936235
5.829                     0.27204180780611764
5.896                     0.26510630926859186
5.963                     0.25838784309911605
6.029999999999999         0.2516570042071036
6.0969999999999995        0.24504483132893254
6.164                     0.23839263820431275
6.231                     0.23192397911833806
6.298                     0.22558551127004273
6.365                     0.21932958038046954
6.432                     0.21321739434417994
6.4990000000000006        0.20726010971442432
6.566                     0.2014724491168318
6.633                     0.19583603053787244
6.7                       0.19032300057429624
